storm_id,year,name,iso_time,nature,latitude,longitude,wmo_wind(knots),wmo_pressure(mb),wmo_agency,dist2land(km),landfall(km),usa_lat,usa_lon,usa_status,usa_wind,usa_pres,storm_category,sea_height(ft),storm_speed(knots),storm_direction(degrees)
1851175N26270,1851,NOT_NAMED,1851-06-25 21:00:00,TS,28.1333,-96.5667,80,,hurdat_atl,22,0.0,28.2000,-96.8000,hurricane,80,,1.0,,5,286
1851175N26270,1851,NOT_NAMED,1851-06-26 00:00:00,TS,28.1667,-96.8,70,,hurdat_atl,0,0.0,28.2000,-97.0000,hurricane,70,,1.0,,5,282
1851175N26270,1851,NOT_NAMED,1851-06-26 03:00:00,TS,28.2265,-97.0793,,,,0,0.0,28.2398,-97.2727,hurricane,65,,1.0,,5,284
1851175N26270,1851,NOT_NAMED,1851-06-26 06:00:00,TS,28.3,-97.4,60,,hurdat_atl,0,0.0,28.3000,-97.6000,tropical storm,60,,0.0,,6,283
1851175N26270,1851,NOT_NAMED,1851-06-26 09:00:00,TS,28.3617,-97.7476,,,,0,0.0,28.3425,-97.9501,tropical storm,60,,0.0,,6,282
1851175N26270,1851,NOT_NAMED,1851-06-26 12:00:00,TS,28.4333,-98.1,60,,hurdat_atl,0,0.0,28.4000,-98.3000,tropical storm,60,,0.0,,6,284
1851175N26270,1851,NOT_NAMED,1851-06-26 15:00:00,TS,28.5158,-98.4268,,,,0,0.0,28.4774,-98.6151,tropical storm,55,,0.0,,6,290
1851175N26270,1851,NOT_NAMED,1851-06-26 18:00:00,TS,28.6333,-98.7333,50,,hurdat_atl,0,0.0,28.6000,-98.9000,tropical storm,50,,0.0,,6,298
1851175N26270,1851,NOT_NAMED,1851-06-26 21:00:00,TS,28.7966,-99.0267,,,,0,0.0,28.7774,-99.1650,tropical storm,50,,0.0,,6,306
1851175N26270,1851,NOT_NAMED,1851-06-27 00:00:00,TS,29.0,-99.3,50,,hurdat_atl,0,0.0,29.0000,-99.4000,tropical storm,50,,0.0,,6,312
1851175N26270,1851,NOT_NAMED,1851-06-27 03:00:00,TS,29.2258,-99.565,,,,0,0.0,29.2425,-99.6225,tropical storm,45,,0.0,,6,317
1851175N26270,1851,NOT_NAMED,1851-06-27 06:00:00,TS,29.4727,-99.8,40,,hurdat_atl,0,0.0,29.5000,-99.8000,tropical storm,40,,0.0,,6,325
1851175N26270,1851,NOT_NAMED,1851-06-27 09:00:00,TS,29.7205,-99.968,,,,0,0.0,29.7500,-99.9226,tropical storm,40,,0.0,,6,336
1851175N26270,1851,NOT_NAMED,1851-06-27 12:00:00,TS,29.9778,-100.056,40,,hurdat_atl,0,0.0,30.0000,-100.000,tropical storm,40,,0.0,,5,352
1851175N26270,1851,NOT_NAMED,1851-06-27 15:00:00,TS,30.25,-100.058,,,,0,0.0,30.2500,-100.058,tropical storm,40,,0.0,,5,356
1851175N26270,1851,NOT_NAMED,1851-06-27 18:00:00,TS,30.5,-100.1,40,,hurdat_atl,0,0.0,30.5000,-100.100,tropical storm,40,,0.0,,5,351
1851175N26270,1851,NOT_NAMED,1851-06-27 21:00:00,TS,30.75,-100.147,,,,0,0.0,30.7500,-100.147,tropical storm,40,,0.0,,5,350
1851228N13313,1851,NOT_NAMED,1851-08-23 21:00:00,TS,29.9333,-85.6666,100,,hurdat_atl,22,0.0,30.1000,-85.7000,hurricane,100,,3.0,,12,37
1851228N13313,1851,NOT_NAMED,1851-08-24 00:00:00,TS,30.4333,-85.2,90,,hurdat_atl,0,0.0,30.7000,-85.1000,hurricane,90,,2.0,,12,40
1851228N13313,1851,NOT_NAMED,1851-08-24 03:00:00,TS,30.8485,-84.7902,,,,0,0.0,31.1803,-84.5853,hurricane,80,,1.0,,11,41
1851228N13313,1851,NOT_NAMED,1851-08-24 06:00:00,TS,31.2333,-84.4,70,,hurdat_atl,0,0.0,31.6000,-84.1000,hurricane,70,,1.0,,10,39
1851228N13313,1851,NOT_NAMED,1851-08-24 09:00:00,TS,31.6535,-84.018,,,,0,0.0,32.0493,-83.5940,hurricane,65,,1.0,,11,40
1851228N13313,1851,NOT_NAMED,1851-08-24 12:00:00,TS,32.1,-83.5333,60,,hurdat_atl,0,0.0,32.5000,-83.0000,tropical storm,60,,0.0,,14,47
1851228N13313,1851,NOT_NAMED,1851-08-24 15:00:00,TS,32.5863,-82.8213,,,,0,0.0,32.9729,-82.2231,tropical storm,55,,0.0,,16,53
1851228N13313,1851,NOT_NAMED,1851-08-24 18:00:00,TS,33.0667,-82.0333,50,,hurdat_atl,0,0.0,33.4000,-81.4000,tropical storm,50,,0.0,,15,54
1851228N13313,1851,NOT_NAMED,1851-08-24 21:00:00,TS,33.4873,-81.3609,,,,0,0.0,33.7068,-80.6834,tropical storm,45,,0.0,,14,54
1851228N13313,1851,NOT_NAMED,1851-08-25 00:00:00,TS,33.9,-80.6667,40,,hurdat_atl,0,0.0,34.0000,-80.0000,tropical storm,40,,0.0,,15,56
1851228N13313,1851,NOT_NAMED,1851-08-25 03:00:00,TS,34.3373,-79.8626,,,,0,0.0,34.3693,-79.3140,tropical storm,40,,0.0,,16,57
1851228N13313,1851,NOT_NAMED,1851-08-25 06:00:00,TS,34.8,-79.0,40,,hurdat_atl,0,0.0,34.8000,-78.6000,tropical storm,40,,0.0,,17,56
1851228N13313,1851,NOT_NAMED,1851-08-25 09:00:00,TS,35.2916,-78.1405,,,,0,0.0,35.2843,-77.8367,tropical storm,40,,0.0,,18,55
1851228N13313,1851,NOT_NAMED,1851-08-25 12:00:00,TS,35.8,-77.2333,40,,hurdat_atl,0,0.0,35.8000,-77.0000,tropical storm,40,,0.0,,18,57
1851228N13313,1851,NOT_NAMED,1851-08-25 15:00:00,TS,36.2999,-76.2327,,,,0,0.0,36.3004,-76.0423,tropical storm,40,,0.0,,19,58
1851228N13313,1851,NOT_NAMED,1851-08-27 12:00:00,TS,46.24,-56.92,40,,hurdat_atl,112,0.0,46.4000,-57.2000,tropical storm,40,,0.0,,29,47
1851228N13313,1851,NOT_NAMED,1851-08-27 15:00:00,TS,47.308,-55.287,,,,0,0.0,47.4389,-55.7153,tropical storm,40,,0.0,,33,47
1851228N13313,1851,NOT_NAMED,1851-08-27 18:00:00,TS,48.5,-53.4,40,,hurdat_atl,0,0.0,48.5000,-54.2000,tropical storm,40,,0.0,,36,49
1851256N26265,1851,NOT_NAMED,1851-09-16 06:00:00,TS,27.2,-97.4,,,,9,0.0,,,,,,-1.0,,1,252
1851256N26265,1851,NOT_NAMED,1851-09-16 09:00:00,TS,27.1575,-97.5,,,,0,0.0,,,,,,-1.0,,2,240
1851256N26265,1851,NOT_NAMED,1851-09-16 12:00:00,TS,27.1,-97.6,,,,0,0.0,,,,,,-1.0,,2,233
1851256N26265,1851,NOT_NAMED,1851-09-16 15:00:00,TS,27.0475,-97.6625,,,,0,0.0,,,,,,-1.0,,1,220
1851283N24298,1851,NOT_NAMED,1851-10-14 03:00:00,TS,43.8669,-67.0804,,,,71,0.0,,,,,,-1.0,,49,39
1851283N24298,1851,NOT_NAMED,1851-10-14 06:00:00,ET,45.8,-64.8,,,,0,0.0,,,,,,-1.0,,50,38
1851289N29282,1851,NOT_NAMED,1851-10-19 15:00:00,TS,41.1,-71.7,50,,hurdat_atl,27,0.0,41.1000,-71.7000,tropical storm,50,,0.0,,18,5
1852232N21293,1852,NOT_NAMED,1852-08-26 09:00:00,TS,30.2733,-88.5915,,,,9,0.0,30.3850,-88.5798,hurricane,95,,2.0,,4,9
1852232N21293,1852,NOT_NAMED,1852-08-26 12:00:00,TS,30.4667,-88.5333,90,,hurdat_atl,0,0.0,30.6000,-88.5000,hurricane,90,,2.0,,5,20
1852232N21293,1852,NOT_NAMED,1852-08-26 15:00:00,TS,30.7041,-88.4116,,,,0,0.0,30.8849,-88.3449,hurricane,80,,1.0,,6,30
1852232N21293,1852,NOT_NAMED,1852-08-26 18:00:00,TS,30.9667,-88.2,70,,hurdat_atl,0,0.0,31.2000,-88.1000,hurricane,70,,1.0,,7,39
1852232N21293,1852,NOT_NAMED,1852-08-26 21:00:00,TS,31.2307,-87.9115,,,,0,0.0,31.5073,-87.8023,hurricane,60,,0.0,,8,47
1852232N21293,1852,NOT_NAMED,1852-08-27 00:00:00,TS,31.5,-87.5333,50,,hurdat_atl,0,0.0,31.8000,-87.4000,tropical storm,50,,0.0,,9,52
1852232N21293,1852,NOT_NAMED,1852-08-27 03:00:00,TS,31.7689,-87.1138,,,,0,0.0,32.0572,-86.9096,tropical storm,45,,0.0,,10,56
1852232N21293,1852,NOT_NAMED,1852-08-27 06:00:00,TS,32.0333,-86.6,40,,hurdat_atl,0,0.0,32.3000,-86.3000,tropical storm,40,,0.0,,11,61
1852232N21293,1852,NOT_NAMED,1852-08-27 09:00:00,TS,32.2878,-86.0096,,,,0,0.0,32.5568,-85.6172,tropical storm,40,,0.0,,12,66
1852232N21293,1852,NOT_NAMED,1852-08-27 12:00:00,TS,32.5333,-85.3,40,,hurdat_atl,0,0.0,32.8000,-84.8000,tropical storm,40,,0.0,,14,69
1852232N21293,1852,NOT_NAMED,1852-08-27 15:00:00,TS,32.7738,-84.4781,,,,0,0.0,33.0145,-83.8597,tropical storm,40,,0.0,,15,72
1852232N21293,1852,NOT_NAMED,1852-08-27 18:00:00,TS,33.0,-83.5667,40,,hurdat_atl,0,0.0,33.2000,-82.8000,tropical storm,40,,0.0,,18,75
1852232N21293,1852,NOT_NAMED,1852-08-27 21:00:00,TS,33.2363,-82.4629,,,,0,0.0,33.3570,-81.6719,tropical storm,40,,0.0,,20,77
1852232N21293,1852,NOT_NAMED,1852-08-28 00:00:00,TS,33.44,-81.2,40,,hurdat_atl,0,0.0,33.5000,-80.5000,tropical storm,40,,0.0,,23,80
1852232N21293,1852,NOT_NAMED,1852-08-28 03:00:00,TS,33.6298,-79.7799,,,,0,0.0,33.6566,-79.3424,tropical storm,40,,0.0,,25,82
1852241N34278,1852,NOT_NAMED,1852-08-28 06:00:00,TS,33.6,-82.5,,,,0,0.0,,,,,,-1.0,,13,74
1852241N34278,1852,NOT_NAMED,1852-08-28 09:00:00,TS,33.7771,-81.7491,,,,0,0.0,,,,,,-1.0,,13,72
1852241N34278,1852,NOT_NAMED,1852-08-28 12:00:00,TS,34.0,-81.0,,,,0,0.0,,,,,,-1.0,,14,66
1852241N34278,1852,NOT_NAMED,1852-08-28 15:00:00,TS,34.3274,-80.2278,,,,0,0.0,,,,,,-1.0,,14,61
1852241N34278,1852,NOT_NAMED,1852-08-28 18:00:00,TS,34.7,-79.5,,,,0,0.0,,,,,,-1.0,,13,57
1852241N34278,1852,NOT_NAMED,1852-08-28 21:00:00,TS,35.0417,-78.8839,,,,0,0.0,,,,,,-1.0,,12,55
1852241N34278,1852,NOT_NAMED,1852-08-29 00:00:00,TS,35.4,-78.3,,,,0,0.0,,,,,,-1.0,,12,53
1852241N34278,1852,NOT_NAMED,1852-08-29 03:00:00,TS,35.792,-77.6719,,,,0,0.0,,,,,,-1.0,,13,53
1852241N34278,1852,NOT_NAMED,1852-08-29 06:00:00,TS,36.2,-77.0,,,,0,0.0,,,,,,-1.0,,14,55
1852241N34278,1852,NOT_NAMED,1852-08-29 09:00:00,TS,36.6002,-76.2423,,,,0,0.0,,,,,,-1.0,,14,56
1852247N14309,1852,NOT_NAMED,1852-09-11 21:00:00,TS,27.8808,-83.0833,,,,19,0.0,27.9499,-83.1000,hurricane,70,,1.0,,5,79
1852247N14309,1852,NOT_NAMED,1852-09-12 00:00:00,TS,27.9333,-82.8,70,,hurdat_atl,0,0.0,28.0000,-82.8000,hurricane,70,,1.0,,5,78
1852247N14309,1852,NOT_NAMED,1852-09-12 03:00:00,TS,27.9832,-82.5216,,,,0,0.0,28.0499,-82.5075,hurricane,65,,1.0,,5,79
1852247N14309,1852,NOT_NAMED,1852-09-12 06:00:00,TS,28.0333,-82.2333,60,,hurdat_atl,0,0.0,28.1000,-82.2000,tropical storm,60,,0.0,,5,80
1852247N14309,1852,NOT_NAMED,1852-09-12 09:00:00,TS,28.0681,-81.9489,,,,0,0.0,28.1348,-81.8797,tropical storm,55,,0.0,,6,80
1852247N14309,1852,NOT_NAMED,1852-09-12 12:00:00,TS,28.1333,-81.6,50,,hurdat_atl,0,0.0,28.2000,-81.5000,tropical storm,50,,0.0,,7,77
1852247N14309,1852,NOT_NAMED,1852-09-12 15:00:00,TS,28.2174,-81.191,,,,0,0.0,28.3046,-81.0593,tropical storm,50,,0.0,,9,71
1852247N14309,1852,NOT_NAMED,1852-09-12 18:00:00,TS,28.4333,-80.6,50,,hurdat_atl,0,0.0,28.5000,-80.5000,tropical storm,50,,0.0,,14,64
1852278N14293,1852,NOT_NAMED,1852-10-09 21:00:00,TS,29.7692,-84.5213,90,,hurdat_atl,11,0.0,29.9000,-84.4000,hurricane,90,,2.0,,15,32
1852278N14293,1852,NOT_NAMED,1852-10-10 00:00:00,TS,30.4,-84.0333,80,,hurdat_atl,0,0.0,30.5000,-83.9000,hurricane,80,,1.0,,18,36
1852278N14293,1852,NOT_NAMED,1852-10-10 03:00:00,TS,31.1871,-83.3152,,,,0,0.0,31.1459,-83.4000,hurricane,70,,1.0,,21,40
1852278N14293,1852,NOT_NAMED,1852-10-10 06:00:00,TS,32.0333,-82.4333,60,,hurdat_atl,0,0.0,31.8000,-82.8000,tropical storm,60,,0.0,,23,44
1852278N14293,1852,NOT_NAMED,1852-10-10 09:00:00,TS,32.8516,-81.451,,,,0,0.0,32.4229,-81.9877,tropical storm,55,,0.0,,23,47
1852278N14293,1852,NOT_NAMED,1852-10-10 12:00:00,TS,33.6,-80.4333,50,,hurdat_atl,0,0.0,33.0000,-81.1000,tropical storm,50,,0.0,,21,49
1852278N14293,1852,NOT_NAMED,1852-10-10 15:00:00,TS,34.2137,-79.5457,,,,0,0.0,33.5128,-80.3573,tropical storm,50,,0.0,,19,52
1852278N14293,1852,NOT_NAMED,1852-10-10 18:00:00,TS,34.7667,-78.6,50,,hurdat_atl,0,0.0,34.0000,-79.5000,tropical storm,50,,0.0,,21,56
1852278N14293,1852,NOT_NAMED,1852-10-10 21:00:00,TS,35.3496,-77.4647,,,,0,0.0,34.4993,-78.3538,tropical storm,50,,0.0,,23,60
1852278N14293,1852,NOT_NAMED,1852-10-11 00:00:00,TS,35.9,-76.1667,50,,hurdat_atl,0,0.0,35.0000,-77.0000,tropical storm,50,,0.0,,24,66
1852331N24274,1852,NOT_NAMED,1852-11-26 18:00:00,TS,26.9,-82.7,,,,37,0.0,,,,,,-1.0,,16,62
1852331N24274,1852,NOT_NAMED,1852-11-26 21:00:00,TS,27.1859,-81.826,,,,0,0.0,,,,,,-1.0,,18,74
1852331N24274,1852,NOT_NAMED,1852-11-27 00:00:00,TS,27.4,-80.7,,,,0,0.0,,,,,,-1.0,,22,78
1853239N11302,1853,NOT_NAMED,1853-09-02 00:00:00,TS,28.7,-82.7,,,,9,0.0,,,,,,-1.0,,9,15
1853239N11302,1853,NOT_NAMED,1853-09-02 03:00:00,TS,29.15,-82.5923,,,,0,0.0,,,,,,-1.0,,9,11
1853239N11302,1853,NOT_NAMED,1853-09-02 06:00:00,TS,29.6,-82.5,,,,0,0.0,,,,,,-1.0,,9,9
1853239N11302,1853,NOT_NAMED,1853-09-02 09:00:00,TS,30.0499,-82.4295,,,,0,0.0,,,,,,-1.0,,9,11
1853239N11302,1853,NOT_NAMED,1853-09-02 12:00:00,TS,30.5,-82.3,,,,0,0.0,,,,,,-1.0,,10,20
1853239N11302,1853,NOT_NAMED,1853-09-02 15:00:00,TS,30.9575,-82.0376,,,,0,0.0,,,,,,-1.0,,10,30
1853239N11302,1853,NOT_NAMED,1853-09-02 18:00:00,TS,31.4,-81.7,,,,0,0.0,,,,,,-1.0,,10,35
1853239N11302,1853,NOT_NAMED,1853-09-02 21:00:00,TS,31.8075,-81.3498,,,,0,0.0,,,,,,-1.0,,10,37
1853239N11302,1853,NOT_NAMED,1853-09-03 00:00:00,TS,32.2,-81.0,,,,0,0.0,,,,,,-1.0,,10,35
1853239N11302,1853,NOT_NAMED,1853-09-03 03:00:00,TS,32.5999,-80.6921,,,,0,0.0,,,,,,-1.0,,9,32
1853239N11302,1853,NOT_NAMED,1853-09-03 06:00:00,TS,33.0,-80.4,,,,0,0.0,,,,,,-1.0,,9,32
1853239N11302,1853,NOT_NAMED,1853-09-03 09:00:00,TS,33.4002,-80.1031,,,,0,0.0,,,,,,-1.0,,9,32
1853251N24274,1853,NOT_NAMED,1853-09-10 21:00:00,TS,30.2,-87.5026,,,,11,0.0,,,,,,-1.0,,9,28
1853251N24274,1853,NOT_NAMED,1853-09-11 00:00:00,TS,30.6,-87.2,,,,0,0.0,,,,,,-1.0,,9,32
1853251N24274,1853,NOT_NAMED,1853-09-11 03:00:00,TS,30.9562,-86.9612,,,,0,0.0,,,,,,-1.0,,9,41
1853251N24274,1853,NOT_NAMED,1853-09-11 06:00:00,TS,31.3,-86.5,,,,0,0.0,,,,,,-1.0,,13,59
1853251N24274,1853,NOT_NAMED,1853-09-11 09:00:00,TS,31.6506,-85.6275,,,,0,0.0,,,,,,-1.0,,18,68
1853291N32280,1853,NOT_NAMED,1853-10-21 09:00:00,TS,31.1809,-81.2625,,,,9,0.0,31.0925,-80.7875,hurricane,85,,2.0,,5,338
1853291N32280,1853,NOT_NAMED,1853-10-21 12:00:00,TS,31.4333,-81.3667,80,,hurdat_atl,0,0.0,31.3000,-80.6000,hurricane,80,,1.0,,5,342
1853291N32280,1853,NOT_NAMED,1853-10-21 15:00:00,TS,31.6716,-81.4466,,,,0,0.0,31.4999,-80.3799,hurricane,80,,1.0,,5,349
1853291N32280,1853,NOT_NAMED,1853-10-21 18:00:00,TS,31.9,-81.4667,80,,hurdat_atl,0,0.0,31.7000,-80.1000,hurricane,80,,1.0,,5,4
1853291N32280,1853,NOT_NAMED,1853-10-21 21:00:00,TS,32.1214,-81.4134,,,,0,0.0,31.8999,-79.7798,hurricane,80,,1.0,,5,339
1853291N32280,1853,NOT_NAMED,1853-10-22 00:00:00,TS,32.38,-81.68,80,,hurdat_atl,0,0.0,32.1000,-79.4000,hurricane,80,,1.0,,9,305
1853291N32280,1853,NOT_NAMED,1853-10-22 03:00:00,TS,32.6354,-82.2952,,,,0,0.0,32.3004,-78.9654,hurricane,80,,1.0,,16,291
1853291N32280,1853,NOT_NAMED,1853-10-22 06:00:00,TS,32.9667,-83.5,80,,hurdat_atl,0,0.0,32.5000,-78.5000,hurricane,80,,1.0,,33,287
1853291N32280,1853,NOT_NAMED,1853-10-22 09:00:00,TS,33.6122,-86.0478,,,,0,0.0,,,hurricane,,,-1.0,,23,300
1853291N32280,1853,NOT_NAMED,1853-10-22 12:00:00,TS,34.1,-85.9,,,,0,0.0,,,,,,-1.0,,10,14
1853291N32280,1853,NOT_NAMED,1853-10-22 15:00:00,TS,34.5798,-85.7525,,,,0,0.0,,,,,,-1.0,,10,20
1853291N32280,1853,NOT_NAMED,1853-10-22 18:00:00,ET,35.0,-85.5,,,,0,0.0,,,,,,-1.0,,9,36
1853291N32280,1853,NOT_NAMED,1853-10-22 21:00:00,ET,35.28,-85.1372,,,,0,0.0,,,,,,-1.0,,8,53
1853291N32280,1853,NOT_NAMED,1853-10-23 00:00:00,ET,35.5,-84.7,,,,0,0.0,,,,,,-1.0,,9,57
1853291N32280,1853,NOT_NAMED,1853-10-23 03:00:00,ET,35.7403,-84.2507,,,,0,0.0,,,,,,-1.0,,9,56
1854176N26268,1854,NOT_NAMED,1854-06-26 12:00:00,TS,26.1667,-97.0667,70,,hurdat_atl,19,0.0,26.2000,-97.0000,hurricane,70,,1.0,,12,280
1854176N26268,1854,NOT_NAMED,1854-06-26 15:00:00,TS,26.2657,-97.7378,,,,0,0.0,26.2773,-97.7353,hurricane,60,,0.0,,12,281
1854176N26268,1854,NOT_NAMED,1854-06-26 18:00:00,TS,26.4,-98.4333,50,,hurdat_atl,0,0.0,26.4000,-98.5000,tropical storm,50,,0.0,,13,285
1854176N26268,1854,NOT_NAMED,1854-06-26 21:00:00,TS,26.5913,-99.1169,,,,0,0.0,26.5696,-99.2503,tropical storm,45,,0.0,,13,290
1854176N26268,1854,NOT_NAMED,1854-06-27 00:00:00,TS,26.8333,-99.8,40,,hurdat_atl,0,0.0,26.8000,-100.000,tropical storm,40,,0.0,,13,293
1854176N26268,1854,NOT_NAMED,1854-06-27 03:00:00,TS,27.1063,-100.483,,,,0,0.0,27.0846,-100.750,tropical storm,40,,0.0,,13,295
1854176N26268,1854,NOT_NAMED,1854-06-27 06:00:00,TS,27.4,-101.167,40,,hurdat_atl,0,0.0,27.4000,-101.500,tropical storm,40,,0.0,,13,296
1854176N26268,1854,NOT_NAMED,1854-06-27 09:00:00,TS,27.6873,-101.849,,,,0,0.0,27.7058,-102.249,tropical storm,40,,0.0,,13,295
1854207N28267,1854,NOT_NAMED,1854-07-27 12:00:00,TS,27.2,-97.3,,,,14,0.0,,,,,,-1.0,,6,256
1854207N28267,1854,NOT_NAMED,1854-07-27 15:00:00,TS,27.1298,-97.5573,,,,0,0.0,,,,,,-1.0,,5,246
1854207N28267,1854,NOT_NAMED,1854-07-27 18:00:00,TS,27.0,-97.8,,,,0,0.0,,,,,,-1.0,,6,233
1854207N28267,1854,NOT_NAMED,1854-07-27 21:00:00,TS,26.765,-98.0926,,,,0,0.0,,,,,,-1.0,,7,227
1854207N28267,1854,NOT_NAMED,1854-07-28 00:00:00,TS,26.5,-98.4,,,,0,0.0,,,,,,-1.0,,7,229
1854207N28267,1854,NOT_NAMED,1854-07-28 03:00:00,TS,26.285,-98.7074,,,,0,0.0,,,,,,-1.0,,7,233
1854207N28267,1854,NOT_NAMED,1854-07-28 06:00:00,TS,26.1,-99.0,,,,0,0.0,,,,,,-1.0,,6,235
1854207N28267,1854,NOT_NAMED,1854-07-28 09:00:00,TS,25.9424,-99.2574,,,,0,0.0,,,,,,-1.0,,5,236
1854207N28267,1854,NOT_NAMED,1854-07-28 12:00:00,TS,25.8,-99.5,,,,0,0.0,,,,,,-1.0,,5,237
1854207N28267,1854,NOT_NAMED,1854-07-28 15:00:00,TS,25.6526,-99.7477,,,,0,0.0,,,,,,-1.0,,5,236
1854246N25300,1854,NOT_NAMED,1854-09-08 21:00:00,TS,31.7427,-81.0588,,,,9,0.0,31.7641,-81.1317,hurricane,95,,2.0,,5,335
1854246N25300,1854,NOT_NAMED,1854-09-09 00:00:00,TS,31.9667,-81.2,80,,hurdat_atl,0,0.0,32.0000,-81.3000,hurricane,80,,1.0,,5,329
1854246N25300,1854,NOT_NAMED,1854-09-09 03:00:00,TS,32.2042,-81.3838,,,,0,0.0,32.2312,-81.4233,hurricane,75,,1.0,,6,328
1854246N25300,1854,NOT_NAMED,1854-09-09 06:00:00,TS,32.4667,-81.5667,70,,hurdat_atl,0,0.0,32.5000,-81.5000,hurricane,70,,1.0,,6,329
1854246N25300,1854,NOT_NAMED,1854-09-09 09:00:00,TS,32.7265,-81.7551,,,,0,0.0,32.8047,-81.5888,hurricane,65,,1.0,,6,342
1854246N25300,1854,NOT_NAMED,1854-09-09 12:00:00,TS,33.0667,-81.8,60,,hurdat_atl,0,0.0,33.2000,-81.5000,tropical storm,60,,0.0,,8,7
1854246N25300,1854,NOT_NAMED,1854-09-09 15:00:00,TS,33.5473,-81.6414,,,,0,0.0,33.7110,-81.1784,tropical storm,55,,0.0,,12,26
1854246N25300,1854,NOT_NAMED,1854-09-09 18:00:00,TS,34.1,-81.2,50,,hurdat_atl,0,0.0,34.3000,-80.5000,tropical storm,50,,0.0,,16,45
1854246N25300,1854,NOT_NAMED,1854-09-09 21:00:00,TS,34.6717,-80.2911,,,,0,0.0,34.8868,-79.3906,tropical storm,45,,0.0,,22,57
1854246N25300,1854,NOT_NAMED,1854-09-10 00:00:00,TS,35.3,-78.96,40,,hurdat_atl,0,0.0,35.5000,-78.1000,tropical storm,40,,0.0,,27,60
1854246N25300,1854,NOT_NAMED,1854-09-10 03:00:00,TS,36.0297,-77.4434,,,,0,0.0,36.1641,-76.9622,tropical storm,40,,0.0,,29,59
1854253N35280,1854,NOT_NAMED,1854-09-10 06:00:00,TS,35.4,-80.0,,,,0,0.0,,,,,,-1.0,,15,55
1854253N35280,1854,NOT_NAMED,1854-09-10 09:00:00,TS,35.8353,-79.2312,,,,0,0.0,,,,,,-1.0,,14,55
1854253N35280,1854,NOT_NAMED,1854-09-10 12:00:00,TS,36.2,-78.6,,,,0,0.0,,,,,,-1.0,,13,62
1854253N35280,1854,NOT_NAMED,1854-09-10 15:00:00,TS,36.4222,-77.8561,,,,0,0.0,,,,,,-1.0,,13,72
1854253N35280,1854,NOT_NAMED,1854-09-10 18:00:00,TS,36.6,-77.1,,,,0,0.0,,,,,,-1.0,,13,71
1854253N35280,1854,NOT_NAMED,1854-09-10 21:00:00,TS,36.842,-76.3497,,,,0,0.0,,,,,,-1.0,,13,67
1854259N24266,1854,NOT_NAMED,1854-09-18 15:00:00,TS,28.8858,-95.0684,,,,14,0.0,28.7000,-94.8602,hurricane,90,,2.0,,3,330
1854259N24266,1854,NOT_NAMED,1854-09-18 18:00:00,TS,29.0333,-95.1667,90,,hurdat_atl,0,0.0,28.8000,-95.1000,hurricane,90,,2.0,,3,331
1854259N24266,1854,NOT_NAMED,1854-09-18 21:00:00,TS,29.1782,-95.2481,90,,hurdat_atl,0,0.0,28.9000,-95.3000,hurricane,90,,2.0,,3,330
1854259N24266,1854,NOT_NAMED,1854-09-19 00:00:00,TS,29.3333,-95.3667,80,,hurdat_atl,0,0.0,29.0000,-95.6000,hurricane,80,,1.0,,4,342
1854259N24266,1854,NOT_NAMED,1854-09-19 03:00:00,TS,29.5294,-95.3735,,,,0,0.0,29.1000,-95.8671,hurricane,75,,1.0,,4,2
1854259N24266,1854,NOT_NAMED,1854-09-19 06:00:00,TS,29.7,-95.3667,70,,hurdat_atl,0,0.0,29.2000,-96.1000,hurricane,70,,1.0,,3,342
1854259N24266,1854,NOT_NAMED,1854-09-19 09:00:00,TS,29.7816,-95.4665,,,,0,0.0,29.2925,-96.3300,hurricane,65,,1.0,,2,308
1854259N24266,1854,NOT_NAMED,1854-09-19 12:00:00,TS,29.8333,-95.5667,60,,hurdat_atl,0,0.0,29.4000,-96.5000,tropical storm,60,,0.0,,2,319
1854259N24266,1854,NOT_NAMED,1854-09-19 15:00:00,TS,29.9116,-95.5966,,,,0,0.0,29.5424,-96.5950,tropical storm,60,,0.0,,2,7
1854259N24266,1854,NOT_NAMED,1854-09-19 18:00:00,TS,30.0,-95.5667,60,,hurdat_atl,0,0.0,29.7000,-96.6000,tropical storm,60,,0.0,,2,25
1854259N24266,1854,NOT_NAMED,1854-09-19 21:00:00,TS,30.0975,-95.4942,,,,0,0.0,29.8500,-96.5375,tropical storm,55,,0.0,,4,56
1854259N24266,1854,NOT_NAMED,1854-09-20 00:00:00,TS,30.24,-95.16,50,,hurdat_atl,0,0.0,30.0000,-96.4000,tropical storm,50,,0.0,,8,68
1854259N24266,1854,NOT_NAMED,1854-09-20 03:00:00,TS,30.3751,-94.6813,,,,0,0.0,30.1501,-96.2126,tropical storm,45,,0.0,,10,75
1854259N24266,1854,NOT_NAMED,1854-09-20 06:00:00,TS,30.5,-94.0,40,,hurdat_atl,0,0.0,30.3000,-96.0000,tropical storm,40,,0.0,,16,82
1854259N24266,1854,NOT_NAMED,1854-09-20 09:00:00,TS,30.6,-92.8925,,,,0,0.0,,,tropical storm,,,-1.0,,10,84
1854259N24266,1854,NOT_NAMED,1854-09-20 12:00:00,TS,30.6,-92.8,,,,0,0.0,,,,,,-1.0,,2,90
1854259N24266,1854,NOT_NAMED,1854-09-20 15:00:00,TS,30.6,-92.7,,,,0,0.0,,,,,,-1.0,,2,90
