state,county,cat_1_count,cat_2_count,cat_3_count,cat_4_count,cat_5_count,hurricane_count,tropical_storm_count,extratropical_system_count,tropical_depression_count,low_count,subtropical_depression_count,dissipating_storm_count,cases,previous_cases,2019_population,change_in_case_ratio
Florida,Citrus,1,0,0,0,0,2,4,0,4,1,0,0,1594.0,1322.0,149657.0,181.69999999999993
Florida,Suwannee,1,0,0,0,0,1,7,0,2,0,0,0,1507.0,1203.0,44417.0,684.4000000000001
Florida,Holmes,2,0,0,0,0,3,3,0,3,0,0,0,509.0,457.0,19617.0,265.0999999999999
Florida,Duval,1,0,0,0,0,1,10,0,2,0,1,0,23741.0,22034.0,957755.0,178.20000000000027
Florida,Wakulla,3,0,0,0,0,3,10,0,2,0,0,0,726.0,627.0,33739.0,293.4000000000001
Florida,Taylor,1,1,0,0,0,2,10,0,2,0,1,0,981.0,551.0,21569.0,1993.6
Florida,Manatee,1,0,0,0,0,1,5,0,3,0,0,0,9395.0,8887.0,403253.0,126.0
Florida,Hardee,4,1,0,0,0,5,3,0,3,0,0,0,986.0,857.0,26937.0,478.9000000000001
Florida,St. Johns,0,0,0,0,0,0,2,0,1,0,1,0,3738.0,3422.0,264672.0,119.39999999999986
Georgia,Seminole,2,0,1,0,0,3,1,0,1,0,0,0,212.0,162.0,8090.0,618.0
Georgia,Baker,1,0,0,0,0,1,4,0,2,0,0,0,65.0,62.0,3038.0,98.79999999999995
Georgia,Worth,1,0,0,0,0,1,5,1,3,0,0,0,450.0,429.0,20247.0,103.79999999999973
Georgia,Wilcox,0,0,0,0,0,1,3,0,4,0,0,0,186.0,169.0,8635.0,196.79999999999995
Georgia,Laurens,0,0,0,0,0,1,4,1,0,0,1,0,993.0,774.0,47546.0,460.5999999999999
Georgia,Burke,0,0,0,0,0,0,8,1,2,0,0,0,481.0,424.0,22383.0,254.70000000000005
Georgia,Talbot,0,0,0,0,0,0,2,0,1,0,0,0,140.0,129.0,6195.0,177.5999999999999
Georgia,Jones,1,0,0,0,0,1,1,0,2,1,0,0,322.0,275.0,28735.0,163.5999999999999
Georgia,Jefferson,0,0,0,0,0,0,1,0,4,0,1,0,517.0,458.0,15362.0,384.0
Georgia,McDuffie,0,0,0,0,0,0,1,0,0,0,0,0,365.0,301.0,21312.0,300.4000000000001
Georgia,Berrien,1,0,0,0,0,1,4,0,3,0,0,0,304.0,265.0,19397.0,201.0999999999999
Georgia,Toombs,0,0,0,0,0,1,3,0,0,0,0,0,783.0,667.0,26830.0,432.4000000000001
Georgia,Charlton,0,1,0,0,0,1,7,2,2,0,1,0,438.0,391.0,13392.0,350.9000000000001
Georgia,Wayne,1,0,0,0,0,1,5,0,4,0,0,0,790.0,678.0,29927.0,374.3000000000002
Georgia,Liberty,2,0,0,0,0,2,3,0,2,0,0,0,766.0,643.0,61435.0,200.20000000000005
Georgia,McIntosh,2,0,0,0,0,2,4,1,2,0,0,0,190.0,161.0,14378.0,201.70000000000005
Georgia,Bryan,2,0,0,0,0,2,8,1,3,0,0,0,677.0,579.0,39627.0,247.30000000000018
Georgia,Bulloch,2,0,0,0,0,3,6,2,5,0,1,0,1310.0,1123.0,79608.0,234.89999999999986
Georgia,Emanuel,1,0,0,0,0,1,8,0,3,0,2,0,534.0,444.0,22646.0,397.4000000000001
Georgia,Chatham,2,4,0,0,0,6,1,0,1,0,0,0,5914.0,5210.0,289430.0,243.20000000000005
Georgia,Effingham,2,0,0,0,0,3,3,1,3,0,1,0,758.0,657.0,64296.0,157.10000000000014
Georgia,Screven,1,0,0,0,0,1,5,2,2,0,0,0,215.0,178.0,13966.0,265.0
Georgia,Dougherty,1,0,0,0,0,1,2,0,2,0,0,0,2754.0,2631.0,87956.0,139.79999999999973
Georgia,Treutlen,0,0,0,0,0,0,4,1,0,0,0,0,130.0,101.0,6901.0,420.20000000000005
Georgia,Meriwether,0,0,0,0,0,0,3,0,4,0,0,0,403.0,358.0,21167.0,212.60000000000014
Georgia,Walton,0,0,0,0,0,0,1,0,4,0,0,0,1153.0,982.0,94593.0,180.80000000000018
Georgia,Early,0,0,0,0,0,0,4,0,4,1,0,0,368.0,349.0,10190.0,186.5
Georgia,Irwin,0,0,0,0,0,0,3,1,0,0,1,0,168.0,157.0,9416.0,116.79999999999995
Georgia,Bacon,1,0,0,0,0,1,4,0,1,0,0,0,438.0,419.0,11164.0,170.20000000000027
Georgia,Long,0,0,0,0,0,0,4,1,4,0,0,0,132.0,126.0,19559.0,30.699999999999932
Georgia,Evans,1,0,0,0,0,1,1,0,0,0,0,0,270.0,228.0,10654.0,394.3000000000002
Georgia,Telfair,2,0,0,0,0,2,4,2,1,0,0,0,289.0,256.0,15860.0,208.10000000000014
Georgia,Candler,0,0,0,0,0,0,3,0,1,0,1,0,267.0,232.0,10803.0,323.9000000000001
Georgia,Pulaski,0,0,0,0,0,0,0,0,1,0,0,0,127.0,87.0,11137.0,359.0999999999999
Georgia,Decatur,1,0,0,0,0,1,6,1,3,0,0,0,809.0,691.0,26404.0,446.9000000000001
Georgia,Thomas,2,0,0,0,0,3,3,0,0,0,1,0,1135.0,1021.0,44451.0,256.5
Georgia,Jeff Davis,0,0,0,0,0,0,1,0,2,0,0,0,466.0,404.0,15115.0,410.1999999999998
Georgia,Tattnall,0,0,0,0,0,0,3,1,2,0,0,0,520.0,433.0,25286.0,344.0999999999999
Georgia,Clinch,1,0,0,0,0,1,6,0,2,0,0,0,200.0,176.0,6618.0,362.6999999999998
Georgia,Camden,0,1,0,0,0,1,7,1,3,0,1,0,780.0,696.0,54666.0,153.5999999999999
Georgia,Brantley,0,0,0,0,0,0,5,0,3,0,0,0,255.0,232.0,19109.0,120.30000000000018
Georgia,Ware,0,0,0,0,0,0,9,1,2,0,0,0,1170.0,1084.0,35734.0,240.69999999999982
Georgia,Atkinson,0,0,0,0,0,0,4,0,4,0,0,0,324.0,301.0,8165.0,281.6999999999998
Georgia,Colquitt,0,0,0,0,0,1,5,0,2,0,1,0,1565.0,1503.0,45600.0,135.9000000000001
Georgia,Mitchell,0,0,0,0,0,0,6,1,1,0,0,0,657.0,631.0,21863.0,118.90000000000009
Georgia,Calhoun,1,0,0,0,0,1,1,0,3,1,0,0,207.0,195.0,6189.0,193.79999999999973
Georgia,Randolph,0,0,0,0,0,0,1,0,3,0,0,0,273.0,261.0,6778.0,177.0
Georgia,Stewart,0,0,0,0,0,0,1,0,3,1,0,0,256.0,251.0,6621.0,75.5
Georgia,Muscogee,0,0,0,0,0,0,1,0,2,1,0,0,4826.0,4390.0,195769.0,222.79999999999973
Georgia,Harris,0,0,0,0,0,0,0,0,2,2,0,0,659.0,626.0,35236.0,93.60000000000014
Georgia,Lamar,0,0,0,0,0,0,0,0,1,0,0,0,280.0,239.0,19077.0,214.9000000000001
Georgia,Butts,0,0,0,0,0,0,1,0,3,0,0,0,494.0,468.0,24936.0,104.29999999999995
Georgia,Jasper,0,0,0,0,0,0,1,0,1,0,0,0,168.0,129.0,14219.0,274.29999999999995
Georgia,Putnam,0,0,0,0,0,0,1,0,1,1,0,0,437.0,384.0,22119.0,239.60000000000014
Georgia,Hancock,0,0,0,0,0,0,0,0,3,1,0,0,324.0,290.0,8457.0,402.0
Georgia,Warren,0,0,0,0,0,0,0,0,3,0,0,0,80.0,56.0,5254.0,456.6999999999998
Georgia,Columbia,0,0,0,0,0,0,0,1,2,0,0,0,2346.0,2008.0,156714.0,215.70000000000005
Georgia,Echols,0,0,0,0,0,0,1,0,1,0,0,0,225.0,215.0,4006.0,249.70000000000073
Georgia,Appling,0,0,0,0,0,0,3,1,1,0,0,0,689.0,601.0,18386.0,478.5999999999999
Georgia,Coffee,1,0,0,0,0,2,5,0,2,0,0,0,1497.0,1370.0,43273.0,293.5
Georgia,Pierce,0,0,0,0,0,0,5,0,1,0,0,0,413.0,382.0,19465.0,159.30000000000018
Georgia,Glynn,1,0,0,0,0,1,3,0,0,0,0,0,2593.0,2359.0,85292.0,274.2999999999997
Georgia,Jackson,0,0,0,0,0,0,0,0,0,0,0,0,1098.0,972.0,72977.0,172.69999999999982
Georgia,Grady,1,0,0,0,0,1,2,1,0,0,0,0,503.0,425.0,24633.0,316.70000000000005
Georgia,Brooks,0,0,0,0,0,0,7,1,2,0,0,0,416.0,375.0,15457.0,265.2000000000003
Georgia,Lanier,0,0,0,0,0,0,3,1,0,0,0,0,221.0,210.0,10423.0,105.50000000000023
Georgia,Tift,2,0,0,0,0,2,2,1,2,0,1,0,1363.0,1264.0,40644.0,243.5999999999999
Georgia,Houston,0,0,0,0,0,1,1,0,2,0,0,0,2023.0,1817.0,157863.0,130.5
Georgia,Marion,0,0,0,0,0,0,1,0,2,0,0,0,152.0,145.0,8359.0,83.70000000000005
Georgia,Crawford,0,0,0,0,0,0,3,0,1,0,0,0,106.0,90.0,12404.0,129.0
Georgia,Greene,0,0,0,0,0,0,1,0,0,0,0,0,325.0,262.0,18324.0,343.79999999999995
Georgia,Wilkes,0,0,0,0,0,0,1,0,3,0,0,0,193.0,180.0,9777.0,132.9000000000001
Georgia,Washington,0,0,0,0,0,0,1,0,2,0,0,0,486.0,435.0,20374.0,250.30000000000018
Georgia,Webster,0,0,0,0,0,0,1,0,1,0,0,0,40.0,39.0,2607.0,38.299999999999955
Georgia,Sumter,0,0,0,0,0,0,1,0,1,0,0,0,775.0,740.0,29524.0,118.59999999999991
Georgia,Dooly,1,0,0,0,0,1,0,0,3,0,0,0,258.0,242.0,13390.0,119.5
Georgia,Dodge,0,0,0,0,0,0,4,1,1,0,1,0,236.0,189.0,20605.0,228.10000000000014
Georgia,Clay,0,0,0,0,0,0,1,0,1,1,0,0,91.0,85.0,2834.0,211.69999999999982
Georgia,Johnson,0,0,0,0,0,0,1,0,3,0,0,0,248.0,232.0,9643.0,165.9000000000001
Georgia,Lowndes,1,0,0,0,0,1,7,0,4,0,0,0,3229.0,3007.0,117406.0,189.10000000000036
Georgia,Taliaferro,0,0,0,0,0,0,2,0,2,0,0,0,13.0,12.0,1537.0,65.09999999999991
Georgia,Troup,0,0,0,0,0,0,2,0,7,1,0,0,2312.0,2193.0,69922.0,170.0999999999999
Georgia,Taylor,0,0,0,0,0,0,1,0,0,0,1,0,93.0,74.0,8020.0,236.89999999999986
Georgia,Oglethorpe,0,0,0,0,0,0,1,0,2,0,0,0,226.0,190.0,15259.0,235.89999999999986
Georgia,Wilkinson,0,0,0,0,0,0,2,0,1,0,1,0,220.0,188.0,8954.0,357.4000000000001
Georgia,Twiggs,0,0,0,0,0,0,2,0,1,0,0,0,122.0,96.0,8120.0,320.20000000000005
Georgia,Monroe,0,0,0,0,0,0,2,0,3,0,0,0,467.0,433.0,27578.0,123.30000000000018
Georgia,Pike,0,0,0,0,0,0,1,0,0,0,0,0,224.0,196.0,18962.0,147.70000000000005
Georgia,Heard,0,0,0,0,0,0,1,0,1,0,0,0,147.0,134.0,11923.0,109.0
Georgia,Floyd,0,0,0,0,0,0,1,1,2,0,0,0,1580.0,1307.0,98498.0,277.1999999999998
Georgia,Upson,0,0,0,0,0,0,1,0,1,0,0,0,567.0,489.0,26320.0,296.4000000000001
Georgia,Carroll,0,0,0,0,0,0,2,0,2,0,0,0,1905.0,1760.0,119992.0,120.79999999999995
Georgia,Douglas,0,0,0,0,0,0,0,2,2,0,0,0,2728.0,2400.0,146343.0,224.0999999999999
Georgia,Gwinnett,0,0,0,0,0,0,0,1,1,0,0,0,20382.0,18201.0,936250.0,233.0
Georgia,Bleckley,0,0,0,0,0,0,1,0,1,0,0,0,252.0,150.0,12873.0,792.3999999999999
Georgia,Macon,0,0,0,0,0,0,1,1,1,1,0,0,180.0,174.0,12947.0,46.399999999999864
Georgia,Oconee,0,0,0,0,0,0,0,1,0,0,0,0,450.0,401.0,40280.0,121.70000000000005
Georgia,Montgomery,0,0,0,0,0,1,5,1,0,0,0,0,157.0,135.0,9172.0,239.79999999999995
Georgia,Hall,0,0,0,0,0,0,0,3,1,0,0,0,6206.0,5657.0,204441.0,268.5
Georgia,Coweta,0,0,0,0,0,0,1,0,4,0,0,0,1539.0,1373.0,148509.0,111.79999999999995
Georgia,Fayette,0,0,0,0,0,0,1,1,6,0,0,0,1159.0,994.0,114421.0,144.19999999999993
Georgia,Clayton,0,0,0,0,0,0,0,0,1,0,0,0,5154.0,4626.0,292256.0,180.5999999999999
Georgia,Rockdale,0,0,0,0,0,0,0,0,1,0,0,0,1371.0,1198.0,90896.0,190.29999999999995
Georgia,Clarke,0,0,0,0,0,0,0,0,2,0,0,0,2117.0,1794.0,128331.0,251.69999999999982
Georgia,Turner,0,0,0,0,0,0,1,0,1,0,0,0,251.0,234.0,7985.0,212.9000000000001
Georgia,Wheeler,0,0,0,0,0,0,1,1,2,0,0,0,95.0,84.0,7855.0,140.0
Georgia,Miller,0,0,0,0,0,0,3,1,2,0,0,0,146.0,131.0,5718.0,262.3000000000002
Georgia,Lee,0,0,0,0,0,0,0,0,4,1,0,0,551.0,522.0,29992.0,96.70000000000005
Georgia,Crisp,0,0,0,0,0,0,3,0,2,0,0,0,391.0,364.0,22372.0,120.70000000000005
Georgia,Peach,0,0,0,0,0,0,0,0,1,1,0,0,394.0,336.0,27546.0,210.5
Georgia,Newton,0,0,0,0,0,0,0,0,2,0,0,0,1865.0,1645.0,111744.0,196.9000000000001
Georgia,Rabun,0,0,0,0,0,0,0,1,0,0,0,0,227.0,198.0,17137.0,169.19999999999982
Georgia,Elbert,0,0,0,0,0,0,0,1,0,0,0,0,366.0,326.0,19194.0,208.39999999999986
Georgia,Gordon,0,0,0,0,0,0,1,0,2,0,0,0,1225.0,1039.0,57963.0,320.9000000000001
Georgia,Terrell,0,0,0,0,0,0,3,0,1,0,0,0,301.0,293.0,8531.0,93.80000000000018
Georgia,Quitman,0,0,0,0,0,0,1,0,1,0,0,0,31.0,29.0,2299.0,87.0
Georgia,Cook,0,0,0,0,0,0,2,0,1,0,0,0,445.0,409.0,17270.0,208.39999999999964
Georgia,Paulding,0,0,0,0,0,0,0,0,2,0,0,0,1744.0,1495.0,168667.0,147.60000000000002
Georgia,Bartow,0,0,0,0,0,0,0,0,3,0,0,0,1914.0,1675.0,107738.0,221.79999999999995
Georgia,Gilmer,0,0,0,0,0,0,0,0,2,0,0,0,635.0,526.0,31369.0,347.5
Georgia,Jenkins,0,0,0,0,0,0,1,1,2,0,0,0,249.0,231.0,8676.0,207.5
Georgia,Walker,0,0,0,0,0,0,0,1,0,0,0,0,723.0,581.0,69761.0,203.60000000000014
Georgia,Spalding,0,0,0,0,0,0,0,0,1,0,0,0,967.0,876.0,66703.0,136.4000000000001
Georgia,Murray,0,0,0,0,0,0,0,0,1,0,0,0,609.0,549.0,40096.0,149.70000000000005
Georgia,Baldwin,0,0,0,0,0,0,1,0,1,0,0,0,1070.0,978.0,44890.0,204.9000000000001
Georgia,Glascock,0,0,0,0,0,0,1,1,1,1,0,0,25.0,23.0,2971.0,67.29999999999995
Georgia,Lincoln,0,0,0,0,0,0,1,0,0,0,0,0,150.0,129.0,7921.0,265.10000000000014
Georgia,Chattahoochee,0,0,0,0,0,0,0,0,1,0,1,0,767.0,665.0,10907.0,935.1999999999998
Georgia,Haralson,0,0,0,0,0,0,0,1,3,0,0,0,230.0,199.0,29792.0,104.0
Georgia,Cherokee,0,0,0,0,0,0,0,0,3,0,0,0,3609.0,2976.0,258773.0,244.70000000000005
Georgia,Richmond,0,0,0,0,0,0,1,0,0,1,1,0,4509.0,3840.0,202518.0,330.4000000000001
Georgia,Chattooga,0,0,0,0,0,0,0,1,2,0,0,0,280.0,199.0,24789.0,326.70000000000005
Georgia,Lumpkin,0,0,0,0,0,0,0,1,1,0,0,0,357.0,309.0,33610.0,142.80000000000007
Georgia,Dade,0,0,0,0,0,0,0,0,1,0,0,0,129.0,114.0,16116.0,93.0
Georgia,Banks,0,0,0,0,0,0,0,0,1,0,0,0,275.0,246.0,19234.0,150.79999999999995
Georgia,Forsyth,0,0,0,0,0,0,0,0,1,0,0,0,2357.0,1984.0,244252.0,152.70000000000005
Georgia,Franklin,0,0,0,0,0,0,0,0,1,0,0,0,416.0,381.0,23349.0,149.9000000000001
Georgia,Bibb,0,0,0,0,0,0,0,0,0,1,1,0,3715.0,3265.0,153159.0,293.7999999999997
Georgia,Cobb,0,0,0,0,0,0,0,0,1,0,0,0,14006.0,12135.0,760141.0,246.19999999999982
South Carolina,Barnwell,0,0,0,0,0,0,3,0,0,1,0,0,431.0,372.0,20866.0,282.79999999999995
South Carolina,Richland,0,0,0,0,0,0,11,1,2,0,0,0,8917.0,8173.0,415759.0,179.00000000000023
South Carolina,Darlington,0,0,0,0,0,0,9,1,2,0,0,0,1335.0,1151.0,66618.0,276.20000000000005
South Carolina,Orangeburg,0,0,0,0,0,1,10,2,2,0,1,0,2450.0,2257.0,86175.0,224.0
South Carolina,Williamsburg,2,0,0,0,0,2,10,4,1,1,0,0,1026.0,947.0,30368.0,260.1999999999998
South Carolina,Edgefield,0,0,0,0,0,0,3,2,0,0,0,0,338.0,292.0,27260.0,168.70000000000005
South Carolina,Lee,0,0,0,0,0,0,2,2,4,0,0,0,559.0,532.0,16828.0,160.4000000000001
South Carolina,Screven,0,0,0,0,0,0,1,0,0,0,0,0,,,,
South Carolina,Clarendon,1,1,0,0,0,2,10,2,2,0,1,0,859.0,793.0,33745.0,195.5999999999999
South Carolina,Marion,0,0,0,0,0,0,1,2,1,0,0,0,560.0,527.0,30657.0,107.70000000000005
South Carolina,Jasper,4,0,0,0,0,4,5,1,3,0,0,0,609.0,537.0,30073.0,239.39999999999986
South Carolina,Beaufort,2,2,0,0,0,4,2,2,1,0,1,0,4194.0,3742.0,192122.0,235.29999999999995
South Carolina,Dorchester,1,0,0,0,0,1,4,1,3,1,0,0,3113.0,2855.0,162809.0,158.5
South Carolina,Berkeley,4,0,0,0,0,5,13,0,8,2,0,0,4272.0,3965.0,227907.0,134.70000000000005
South Carolina,Aiken,0,0,0,0,0,0,5,2,4,0,1,0,1934.0,1638.0,170872.0,173.19999999999993
South Carolina,Chesterfield,0,0,0,0,0,0,6,1,1,0,0,0,783.0,712.0,45650.0,155.5
South Carolina,Horry,1,1,0,1,0,4,10,3,2,0,1,0,8678.0,8235.0,354081.0,125.20000000000027
South Carolina,Abbeville,0,0,0,0,0,0,1,0,4,0,0,0,346.0,301.0,24527.0,183.5
South Carolina,York,0,0,0,0,0,0,3,0,3,0,0,0,3637.0,3313.0,280979.0,115.30000000000018
South Carolina,Marlboro,0,0,0,0,0,0,2,0,2,0,1,0,516.0,447.0,26118.0,264.0999999999999
South Carolina,Lancaster,0,0,0,0,0,0,1,0,3,0,0,0,1247.0,1101.0,98012.0,149.0
South Carolina,Fairfield,0,0,0,0,0,1,1,1,0,0,0,0,572.0,540.0,22347.0,143.19999999999982
South Carolina,Florence,0,0,0,0,0,0,2,1,1,0,1,0,3511.0,3133.0,138293.0,273.3000000000002
South Carolina,Colleton,3,1,0,0,0,5,5,5,2,0,0,0,828.0,771.0,37677.0,151.29999999999995
South Carolina,Dillon,0,0,0,0,0,0,4,0,2,0,0,0,654.0,583.0,30479.0,232.89999999999986
South Carolina,Calhoun,1,0,0,0,0,1,1,0,3,0,1,0,377.0,339.0,14553.0,261.0999999999999
South Carolina,Charleston,4,1,0,1,0,8,3,1,8,0,0,0,12454.0,11814.0,411406.0,155.5999999999999
South Carolina,Spartanburg,0,0,0,0,0,0,0,1,5,0,0,0,4172.0,3838.0,319785.0,104.39999999999986
South Carolina,Lexington,1,0,0,0,0,1,1,2,2,0,0,0,5032.0,4750.0,298750.0,94.40000000000009
South Carolina,Kershaw,0,0,0,0,0,0,4,3,1,0,0,0,1409.0,1311.0,66551.0,147.29999999999973
South Carolina,Greenwood,0,0,0,0,0,0,1,1,3,0,0,0,1442.0,1303.0,70811.0,196.30000000000018
South Carolina,Union,0,0,0,0,0,0,2,1,1,0,0,0,375.0,342.0,27316.0,120.79999999999995
South Carolina,Allendale,1,0,0,0,0,1,1,0,1,0,0,0,232.0,195.0,8688.0,425.8000000000002
South Carolina,Bamberg,0,0,0,0,0,0,0,0,2,1,0,0,480.0,445.0,14066.0,248.80000000000018
South Carolina,McCormick,0,0,0,0,0,0,1,0,1,0,0,0,127.0,107.0,9463.0,211.39999999999986
South Carolina,Laurens,0,0,0,0,0,0,1,0,2,0,0,0,1349.0,1244.0,67493.0,155.5
South Carolina,Sumter,0,0,0,0,0,0,7,2,2,0,0,0,2557.0,2367.0,106721.0,178.0999999999999
South Carolina,Newberry,0,0,0,0,0,0,2,0,2,0,0,0,855.0,802.0,38440.0,137.79999999999973
South Carolina,Chester,2,0,0,0,0,2,2,0,1,0,0,0,691.0,583.0,32244.0,334.9000000000001
South Carolina,Georgetown,0,1,0,0,0,1,8,2,1,3,0,0,1479.0,1319.0,62680.0,255.29999999999973
South Carolina,Anderson,0,0,0,0,0,0,0,0,3,0,0,0,2405.0,2155.0,202558.0,123.39999999999986
South Carolina,Pickens,0,0,0,0,0,0,1,1,0,0,0,0,1876.0,1767.0,126884.0,85.90000000000009
South Carolina,Greenville,0,0,0,0,0,0,3,0,0,0,0,0,11028.0,10442.0,523542.0,111.90000000000009
South Carolina,Oconee,0,0,0,0,0,0,0,1,3,0,0,0,844.0,761.0,79546.0,104.29999999999995
South Carolina,Cherokee,0,0,0,0,0,0,0,0,1,0,0,0,668.0,568.0,57300.0,174.5
South Carolina,Saluda,0,0,0,0,0,0,2,0,0,0,0,0,465.0,426.0,20473.0,190.5
South Carolina,Hampton,0,0,0,0,0,0,1,0,1,0,0,0,444.0,395.0,19222.0,255.0
North Carolina,Robeson,1,0,0,0,0,1,3,1,10,0,1,0,2845.0,2682.0,130625.0,124.80000000000018
North Carolina,Wayne,1,0,0,0,0,0,6,1,2,0,0,0,2435.0,2330.0,123131.0,85.29999999999995
North Carolina,Martin,1,1,0,0,0,2,1,1,1,0,0,0,260.0,245.0,22440.0,66.79999999999995
North Carolina,Pasquotank,0,0,0,0,0,0,4,0,0,0,0,0,423.0,360.0,39824.0,158.20000000000005
North Carolina,Scotland,0,0,0,0,0,0,3,1,2,0,0,0,362.0,302.0,34823.0,172.29999999999995
North Carolina,Cumberland,2,0,0,0,0,2,1,2,2,0,1,0,3165.0,2833.0,335509.0,98.89999999999998
North Carolina,Johnston,0,0,0,0,0,0,3,0,5,0,0,0,3338.0,3117.0,209339.0,105.5
North Carolina,Edgecombe,0,0,0,0,0,0,0,1,3,0,0,0,664.0,596.0,51472.0,132.0999999999999
North Carolina,Bertie,0,0,0,0,0,0,4,0,0,0,1,0,280.0,254.0,18947.0,137.20000000000005
North Carolina,Bladen,2,0,0,0,0,2,6,3,5,0,0,0,626.0,591.0,32722.0,107.0
North Carolina,Lenoir,0,0,0,0,0,0,6,1,0,0,0,0,589.0,538.0,55949.0,91.10000000000002
North Carolina,Tyrrell,0,1,0,0,0,1,3,1,1,0,0,0,98.0,91.0,4016.0,174.29999999999973
North Carolina,Harnett,1,0,0,0,0,1,6,1,3,0,2,0,1318.0,1178.0,135976.0,103.0
North Carolina,Halifax,0,0,0,0,0,0,4,2,3,0,0,0,715.0,650.0,50010.0,130.0
North Carolina,Montgomery,0,0,0,0,0,0,1,0,0,0,0,0,650.0,601.0,27173.0,180.29999999999973
North Carolina,Chatham,1,0,0,0,0,1,2,0,1,0,0,0,1305.0,1255.0,74470.0,67.20000000000005
North Carolina,Granville,0,0,0,0,0,0,3,0,3,0,1,0,1260.0,1186.0,60443.0,122.39999999999986
North Carolina,Currituck,1,0,0,0,0,1,4,0,1,0,0,0,73.0,71.0,27763.0,7.199999999999989
North Carolina,Jones,3,1,0,0,0,4,5,3,0,0,0,0,93.0,78.0,9419.0,159.29999999999995
North Carolina,Carteret,4,1,0,0,0,5,5,1,1,0,0,0,351.0,307.0,69473.0,63.30000000000001
North Carolina,Onslow,4,2,0,0,0,6,4,0,0,0,2,0,1108.0,961.0,197938.0,74.29999999999995
North Carolina,Craven,1,0,0,0,0,1,7,5,0,0,1,0,712.0,648.0,102139.0,62.700000000000045
North Carolina,Pamlico,3,1,0,0,0,4,2,0,1,0,1,0,73.0,63.0,12726.0,78.60000000000002
North Carolina,Hyde,5,0,0,0,0,5,11,5,2,0,0,0,47.0,37.0,4937.0,202.60000000000002
North Carolina,Randolph,0,0,0,0,0,0,2,0,2,0,0,0,2191.0,2075.0,143667.0,80.79999999999995
North Carolina,Camden,2,0,0,0,0,2,0,0,0,0,1,0,73.0,63.0,10867.0,92.09999999999991
North Carolina,Sampson,0,1,0,0,0,2,7,3,4,0,0,0,1516.0,1431.0,63531.0,133.79999999999973
North Carolina,Lee,0,0,0,0,0,0,0,0,0,0,0,0,1302.0,1225.0,61779.0,124.59999999999991
North Carolina,Franklin,0,0,0,0,0,0,3,1,3,0,0,0,872.0,805.0,69685.0,96.09999999999991
North Carolina,Guilford,0,0,0,0,0,0,1,0,4,0,0,0,5704.0,5310.0,537174.0,73.40000000000009
North Carolina,Union,0,0,0,0,0,0,3,0,2,0,0,0,3146.0,2881.0,239859.0,110.5
North Carolina,Person,0,0,0,0,0,0,0,0,0,0,0,0,226.0,201.0,39490.0,63.299999999999955
North Carolina,Dare,1,2,0,0,0,3,3,0,0,0,0,0,260.0,260.0,37009.0,0.0
North Carolina,Greene,0,0,0,0,0,0,1,2,1,0,0,0,332.0,313.0,21069.0,90.20000000000005
North Carolina,Brunswick,7,1,0,0,0,10,12,3,3,0,0,0,1287.0,1219.0,142820.0,47.60000000000002
North Carolina,Pender,1,3,0,0,0,4,7,1,2,0,5,0,666.0,632.0,63060.0,53.899999999999864
North Carolina,Duplin,1,0,0,0,0,1,8,5,0,0,0,0,2016.0,1952.0,58741.0,108.90000000000009
North Carolina,Pitt,0,0,0,0,0,1,3,0,0,0,0,0,2054.0,1802.0,180742.0,139.4000000000001
North Carolina,Northampton,1,0,0,0,0,1,2,2,4,0,0,0,352.0,280.0,19483.0,369.5
North Carolina,Richmond,0,0,0,0,0,0,1,1,1,0,0,0,516.0,484.0,44829.0,71.29999999999995
North Carolina,Wake,0,0,0,0,0,0,3,3,3,0,1,0,12239.0,11364.0,1111761.0,78.70000000000005
North Carolina,Rockingham,0,0,0,0,0,0,2,1,1,0,0,0,555.0,486.0,91010.0,75.79999999999995
North Carolina,Hertford,0,0,0,0,0,0,1,1,1,0,0,0,353.0,307.0,23677.0,194.30000000000018
North Carolina,Cabarrus,0,0,0,0,0,0,2,0,0,0,0,0,2655.0,2466.0,216453.0,87.29999999999995
North Carolina,Beaufort,3,0,0,0,0,3,4,7,0,0,2,0,410.0,354.0,46994.0,119.20000000000005
North Carolina,Gates,0,0,0,0,0,0,3,0,0,0,0,0,45.0,45.0,11562.0,0.0
North Carolina,Nash,0,0,0,0,0,0,3,0,1,0,0,0,1209.0,1074.0,94298.0,143.19999999999982
North Carolina,Warren,0,0,0,0,0,0,3,1,1,0,0,0,260.0,246.0,19731.0,70.90000000000009
North Carolina,Anson,0,0,0,0,0,0,2,0,1,0,0,0,332.0,308.0,24446.0,98.19999999999982
North Carolina,Moore,0,0,0,0,0,0,3,1,1,0,0,0,1021.0,933.0,100880.0,87.20000000000005
North Carolina,Orange,0,0,0,0,0,0,2,0,2,0,0,0,1356.0,1296.0,148476.0,40.39999999999998
North Carolina,Cleveland,0,0,0,0,0,0,3,0,1,0,0,0,1208.0,1087.0,97947.0,123.5
North Carolina,Iredell,0,0,0,0,0,0,1,1,1,0,0,0,1879.0,1728.0,181806.0,83.0
North Carolina,Perquimans,0,0,0,0,0,0,0,2,0,0,0,0,88.0,73.0,13463.0,111.39999999999998
North Carolina,New Hanover,1,1,0,0,0,2,3,0,0,0,0,0,2578.0,2397.0,234473.0,77.20000000000005
